age,sexe,situation_familiale,revenu_mensuel,type_contrat_travail,anciennete_travail_mois,montant_credit,duree_mois,taux_interet,type_credit,nb_retards_30j,nb_retards_60j,nb_retards_90j,taux_endettement,ratio_dette_revenu,defaut,probabilite_defaut,prediction_defaut
39,H,marie,182020,Independant,13,1889366,64,8.68,immobilier,1,1,0,66.3,10.38,1,0.9999999846069443,1
38,H,marie,314618,CDI,25,716699,34,8.59,immobilier,0,1,0,72.96,2.28,1,0.992909672742099,1
38,H,celibataire,982562,CDD,224,4102145,22,9.1,auto,0,0,0,40.08,4.17,1,0.9649484197340736,1
25,H,celibataire,245493,CDI,123,703312,23,8.64,immobilier,0,1,0,9.04,2.86,0,0.07728286073759592,0
33,F,celibataire,853317,Independant,129,3999419,45,12.99,immobilier,0,0,0,49.68,4.69,1,0.9949084584220435,1
48,F,divorce,293273,Informel,49,111086,68,8.37,immobilier,1,1,0,22.61,0.38,0,0.004927016242931003,0
59,H,divorce,367744,Independant,122,4430483,50,3.31,scolaire,0,0,0,18.25,12.05,1,0.9999989458533597,1
27,H,divorce,290694,CDD,35,1302313,8,9.59,auto,0,0,0,47.51,4.48,1,0.9950474235322301,1
49,H,celibataire,342051,CDD,83,3379803,8,6.36,conso,1,0,0,31.73,9.88,1,0.999993463327229,1
51,F,marie,1452246,Independant,53,1861584,43,3.43,auto,3,0,0,59.78,1.28,1,0.44407956446180696,1
26,F,divorce,1141725,CDD,180,2596176,45,10.06,auto,0,0,0,49.34,2.27,0,0.7481459831872955,1
34,F,divorce,241466,CDD,182,3181266,59,6.09,auto,0,0,0,67.2,13.17,1,0.9999999998438378,1
28,F,celibataire,1274044,CDI,76,4471109,25,9.79,immobilier,0,2,0,9.38,3.51,1,0.11424560754819885,0
49,H,divorce,1306846,Informel,104,1753060,20,7.17,scolaire,1,0,0,22.62,1.34,0,0.009440196631387204,0
27,F,marie,1080209,Independant,232,3801180,10,12.06,scolaire,0,0,0,47.52,3.52,1,0.9573424987641649,1
39,F,celibataire,192168,CDI,47,4139532,44,17.86,scolaire,1,1,0,71.03,21.54,1,1.0,1
34,H,celibataire,714101,CDD,43,3426123,45,11.21,scolaire,1,0,0,66.01,4.8,1,0.999612099037822,1
21,H,marie,1482499,CDI,148,4200176,12,12.7,conso,2,1,0,55.96,2.83,1,0.9588240382933534,1
64,F,marie,336960,Informel,161,2667221,38,16.79,scolaire,1,0,0,48.06,7.92,1,0.9999823914213708,1
42,F,marie,1028520,Independant,93,1540200,42,8.61,immobilier,1,0,0,52.36,1.5,1,0.4632931315331369,1
38,F,divorce,738554,Informel,144,4985511,37,5.5,immobilier,0,1,0,21.02,6.75,1,0.9953474115628996,1
54,F,marie,1423118,Informel,78,1163700,48,7.24,scolaire,0,0,0,49.64,0.82,0,0.09783247616947123,0
55,H,celibataire,1395509,CDI,7,2027219,68,9.04,conso,0,1,0,42.03,1.45,0,0.11907918325445005,0
18,H,marie,558911,CDI,70,288242,41,12.68,scolaire,0,0,0,33.83,0.52,0,0.03507823732853474,0
42,F,celibataire,1455687,Informel,149,493376,54,3.07,immobilier,0,0,0,71.58,0.34,1,0.4083558502786187,1
53,F,celibataire,272206,CDD,36,3934234,30,15.8,immobilier,1,0,0,67.21,14.45,1,0.9999999999761493,1
34,F,divorce,341041,Independant,214,1804723,71,4.14,immobilier,0,0,0,10.76,5.29,1,0.8093929432781768,1
58,F,marie,1330534,CDD,104,3784419,14,16.51,auto,0,0,1,78.93,2.84,1,0.999999882166939,1
41,F,divorce,440981,CDD,54,3668048,23,17.24,immobilier,0,0,0,22.25,8.32,1,0.9997635926427638,1
19,H,marie,1284625,Independant,147,127538,27,17.85,scolaire,0,0,0,21.15,0.1,0,0.001948405371619939,0
57,H,marie,181967,CDI,25,3934693,20,15.14,immobilier,0,0,0,75.79,21.62,1,1.0,1
32,H,marie,473345,CDD,67,1933486,12,5.13,conso,3,0,0,38.36,4.08,1,0.9613342241527787,1
49,F,marie,1450403,CDI,228,1692112,18,13.59,auto,3,0,1,65.4,1.17,1,0.9999832184963602,1
56,F,marie,1436051,Independant,109,2276362,41,6.05,conso,0,1,0,26.62,1.59,0,0.02251922677271061,0
23,H,celibataire,328719,CDD,181,351970,21,16.46,immobilier,0,0,0,70.49,1.07,1,0.9365785371460611,1
18,H,celibataire,521719,CDI,226,1025389,46,7.75,auto,1,0,0,67.42,1.97,1,0.9690942686636385,1
64,F,marie,238621,CDI,203,331472,26,7.9,auto,0,0,0,43.96,1.39,0,0.2767694661361763,0
40,H,celibataire,811874,CDD,48,3450318,33,16.76,auto,0,0,0,57.88,4.25,1,0.9973588630843322,1
56,F,divorce,787609,Independant,170,4557860,22,3.2,immobilier,2,0,0,77.3,5.79,1,0.9999696843845818,1
34,F,divorce,919096,Informel,175,1706213,70,5.91,conso,1,0,0,38.9,1.86,0,0.23561840882178686,0
51,H,divorce,1100668,CDI,91,831105,18,9.33,immobilier,0,0,0,42.07,0.76,0,0.048781591359971434,0
58,H,marie,875265,Independant,170,3882767,41,13.51,auto,2,0,0,59.21,4.44,1,0.998233448565809,1
46,H,marie,927090,CDD,2,4755170,63,12.71,immobilier,0,0,0,33.98,5.13,1,0.987654894441994,1
26,F,celibataire,585655,CDI,134,3153962,25,13.04,auto,0,0,0,77.09,5.39,1,0.9999674880403925,1
30,F,celibataire,310099,CDI,127,4328692,57,16.2,auto,0,0,1,8.03,13.96,1,0.9999999999966769,1
23,H,celibataire,998241,CDI,46,425102,11,4.82,auto,0,0,0,35.25,0.43,0,0.0138491732634305,0
23,F,divorce,605587,Independant,194,987116,28,10.83,immobilier,0,0,0,58.54,1.63,1,0.8105952310552874,1
37,F,divorce,1377816,CDI,106,2178059,47,13.88,immobilier,2,0,0,37.2,1.58,0,0.0941292435435523,0
20,F,divorce,1456595,CDI,209,441329,29,12.54,auto,0,0,0,24.44,0.3,0,0.002384001194480334,0
34,H,divorce,768280,CDD,40,3711952,10,9.72,scolaire,1,0,0,36.01,4.83,1,0.9811964729851023,1
29,F,celibataire,528052,CDI,58,4035711,37,3.26,conso,1,0,0,71.11,7.64,1,0.9999977902273244,1
64,H,marie,253453,Independant,78,4718504,51,3.91,auto,0,0,0,46.03,18.62,1,0.9999999999997,1
62,H,marie,456430,CDD,202,709326,22,4.78,auto,0,1,0,30.13,1.55,0,0.10495971430116394,0
18,F,divorce,1082475,Informel,237,157412,32,8.15,auto,0,1,0,55.36,0.15,1,0.16544207294475216,0
34,H,marie,965162,CDD,33,3381233,28,4.76,auto,0,0,0,50.89,3.5,1,0.9740273454732694,1
20,F,marie,398442,CDI,234,726761,39,9.39,auto,1,0,0,47.03,1.82,0,0.6673831695748159,1
43,H,marie,1301743,Informel,62,4041702,26,5.68,scolaire,2,0,1,34.34,3.1,1,0.9999729461356697,1
32,H,divorce,524740,CDD,12,4183456,27,14.69,immobilier,0,0,0,10.42,7.97,1,0.9983688429197148,1
53,F,celibataire,596030,CDI,126,3412793,70,16.07,scolaire,1,0,1,51.55,5.73,1,0.9999999750279787,1
49,H,celibataire,1244213,CDD,224,2768355,37,8.84,auto,1,0,1,36.48,2.22,1,0.9999065101252435,1
49,H,marie,341046,Independant,49,1371190,67,10.67,auto,2,0,1,37.16,4.02,1,0.9999982092154628,1
21,H,celibataire,1064413,CDI,88,2972010,33,17.3,auto,0,0,0,22.56,2.79,0,0.2097221367804821,0
35,F,celibataire,105532,Independant,78,3401529,12,11.03,immobilier,0,1,0,23.71,32.23,1,1.0,1
36,F,divorce,188197,CDI,5,1413644,59,17.93,conso,0,1,0,64.06,7.51,1,0.9999966707488069,1
60,H,divorce,1259436,Independant,179,1330164,19,5.13,conso,1,0,0,40.95,1.06,0,0.050330389253734516,0
52,H,marie,140285,Informel,69,2121251,60,15.93,scolaire,0,1,0,13.2,15.12,1,0.9999999954145371,1
57,H,marie,885298,Independant,111,3038851,63,10.46,scolaire,2,0,0,8.44,3.43,1,0.08952924699025261,0
31,F,marie,351639,CDD,160,1943962,49,3.34,conso,1,0,0,21.85,5.53,1,0.9711335829410989,1
50,F,divorce,326130,CDI,237,4630955,51,17.58,auto,1,1,0,41.56,14.2,1,0.9999999993802626,1
31,H,celibataire,1398557,CDD,177,2657243,19,17.48,immobilier,2,0,0,51.29,1.9,1,0.6512276829695065,1
51,F,divorce,594938,Independant,225,1375455,49,8.75,scolaire,0,0,0,15.78,2.31,0,0.03242493426966594,0
21,F,divorce,1052980,CDI,60,4815603,46,17.31,immobilier,0,0,0,37.54,4.57,1,0.9755551887140319,1
41,F,celibataire,338750,Independant,46,3133224,7,5.12,auto,2,1,0,10.44,9.25,1,0.9996633476849669,1
46,F,celibataire,372490,Informel,196,2010381,10,13.2,auto,3,1,0,7.83,5.4,1,0.8038277491217746,1
36,H,marie,188621,Informel,222,435052,17,5.88,scolaire,0,1,0,69.75,2.31,1,0.9919905682664851,1
23,F,celibataire,1123350,Informel,169,553771,52,6.7,conso,1,0,0,54.38,0.49,1,0.14749514423406396,0
50,F,celibataire,1414132,Independant,209,4995097,40,14.69,conso,1,0,1,63.58,3.53,1,0.9999996123346595,1
57,H,celibataire,561615,Independant,195,4608422,24,8.66,conso,0,0,0,18.64,8.21,1,0.9992915823408227,1
36,H,celibataire,198833,Informel,13,1874351,68,3.11,auto,0,0,0,29.16,9.43,1,0.9999832404255088,1
18,F,marie,145206,Independant,108,3780870,13,9.21,auto,1,2,0,38.28,26.04,1,1.0,1
22,F,marie,90934,CDD,112,4033648,28,6.42,immobilier,1,0,0,54.35,44.36,1,1.0,1
44,H,celibataire,372867,Independant,100,3231819,18,13.25,immobilier,0,0,0,45.11,8.67,1,0.999992607962855,1
33,H,celibataire,781773,CDD,146,4382496,28,5.92,immobilier,0,0,0,46.36,5.61,1,0.9987444989599942,1
23,H,marie,1019858,Informel,215,1106435,36,15.63,auto,0,0,0,16.77,1.08,0,0.009553347660726071,0
57,F,marie,1071994,Independant,227,4420853,35,7.01,conso,0,0,0,40.61,4.12,1,0.9424831933349119,1
30,F,celibataire,988420,Informel,113,3032581,47,8.9,auto,0,0,0,66.78,3.07,1,0.9901660586048154,1
52,H,divorce,561891,CDI,97,1074017,7,7.47,immobilier,0,0,0,43.21,1.91,0,0.40093994587232584,1
36,F,marie,321630,Independant,51,2740685,16,12.66,immobilier,0,0,0,19.98,8.52,1,0.9997696874058747,1
29,H,marie,463094,Independant,118,2625058,30,4.52,immobilier,0,0,0,36.0,5.67,1,0.9966864945155264,1
33,F,marie,1055197,Informel,36,4884310,34,10.17,immobilier,1,0,0,61.61,4.63,1,0.9989361692174584,1
60,H,celibataire,246804,Informel,81,1686770,27,8.02,scolaire,0,0,0,15.12,6.83,1,0.9881965611919978,1
27,H,celibataire,304310,Informel,103,119745,24,16.26,immobilier,0,0,0,48.53,0.39,0,0.1800731755679785,0
42,F,marie,1370600,CDI,34,138915,46,4.1,auto,0,1,0,77.4,0.1,1,0.5984642015465493,1
37,F,celibataire,337476,CDI,140,3145038,43,15.45,scolaire,0,1,0,33.52,9.32,1,0.9999905020559359,1
48,F,celibataire,361260,Informel,133,4655523,34,5.52,conso,2,0,1,8.27,12.89,1,0.9999999999648035,1
21,F,marie,1241434,Independant,48,1338040,27,4.33,auto,0,0,0,52.48,1.08,1,0.2815030718699583,0
61,F,celibataire,156620,Independant,104,3718581,13,6.03,auto,0,2,0,8.53,23.74,1,0.9999999999999925,1
40,F,divorce,1042275,Informel,91,914348,52,4.54,conso,0,0,0,19.37,0.88,0,0.003005559215452833,0
19,H,celibataire,501972,CDD,124,1632571,11,10.81,auto,0,0,0,8.63,3.25,1,0.12419812572959289,0
39,F,celibataire,162604,CDI,40,729739,12,17.82,scolaire,0,1,0,17.8,4.49,1,0.7659274367373665,1
54,H,marie,698740,CDI,141,3246005,41,3.51,conso,1,1,0,69.12,4.65,1,0.9996649390263014,1
25,H,marie,1296172,CDD,26,3024188,13,9.92,scolaire,0,0,0,60.11,2.33,1,0.9331402781055499,1
24,F,divorce,804179,Informel,142,2874954,51,8.79,immobilier,1,0,1,30.64,3.58,1,0.9999879181040091,1
31,H,celibataire,365356,Independant,96,2988340,69,8.09,conso,0,0,0,72.29,8.18,1,0.9999995396980506,1
20,H,divorce,382262,Independant,139,3936044,36,7.98,scolaire,1,0,0,54.89,10.3,1,0.9999999059901499,1
33,F,divorce,246901,CDI,166,2133294,28,16.43,immobilier,1,2,0,38.58,8.64,1,0.9999903116958045,1
36,F,marie,267381,CDD,80,2227900,66,3.28,scolaire,0,0,0,10.12,8.33,1,0.9987705209296048,1
35,F,celibataire,532889,Independant,57,1422299,55,14.62,scolaire,1,0,0,59.8,2.67,1,0.9590228456743021,1
33,H,marie,1380772,CDI,150,955309,51,6.79,auto,0,0,0,33.16,0.69,0,0.017393480131790005,0
25,F,divorce,516060,Independant,111,4317188,48,8.75,immobilier,0,1,0,27.71,8.37,1,0.9999061037479752,1
50,F,divorce,1062212,Independant,144,771471,15,9.3,auto,1,0,1,26.62,0.73,1,0.9937939678405932,1
29,F,marie,876184,Independant,205,4939603,25,7.57,immobilier,0,0,0,5.58,5.64,1,0.801936167003234,1
28,F,marie,1341196,CDI,76,304557,21,4.4,immobilier,1,0,0,60.7,0.23,1,0.16687868225948602,0
22,H,marie,513886,CDD,210,2263658,8,4.71,auto,1,0,0,15.9,4.4,1,0.7602549656722722,1
44,F,marie,1327251,Informel,29,3519895,35,7.47,auto,1,0,0,44.05,2.65,0,0.6463711242026785,1
29,H,marie,766838,CDD,210,2631295,23,15.33,auto,1,0,0,6.21,3.43,1,0.14882674311178798,0
34,F,divorce,499655,Independant,238,1551776,64,5.02,immobilier,0,0,1,52.09,3.11,1,0.9999983415198298,1
23,H,marie,1032251,CDD,130,3139346,40,14.14,immobilier,2,0,0,32.71,3.04,1,0.6946774716030034,1
50,H,celibataire,851784,Independant,182,3125034,24,7.33,immobilier,0,0,0,52.31,3.67,1,0.9756075221505149,1
22,H,divorce,1456956,CDI,2,3615567,31,16.25,immobilier,0,0,0,11.74,2.48,0,0.02573779338620612,0
45,F,divorce,144467,CDI,3,3692657,40,9.42,immobilier,0,0,0,24.98,25.56,1,1.0,1
31,H,celibataire,1493070,CDI,221,4936973,62,5.58,immobilier,0,0,0,13.27,3.31,1,0.09827646622618606,0
22,F,celibataire,1032345,Independant,184,3447868,54,17.79,scolaire,0,0,0,53.46,3.34,1,0.9718277312608136,1
50,F,divorce,1116853,CDD,72,1839716,15,5.65,auto,0,0,0,13.14,1.65,0,0.004740534334652973,0
58,F,marie,1042217,Informel,11,3420263,34,11.51,immobilier,0,0,0,51.28,3.28,1,0.9418143101792185,1
36,F,divorce,860196,Informel,204,444283,29,11.54,scolaire,0,0,0,15.1,0.52,0,0.0014546100491457615,0
39,F,divorce,869480,CDI,160,3737281,48,8.59,conso,1,0,0,75.75,4.3,1,0.9996226059698956,1
22,H,celibataire,418781,Informel,4,122445,44,17.27,scolaire,1,0,0,36.23,0.29,0,0.030415217146660598,0
19,F,divorce,371922,Independant,137,3013356,30,15.66,auto,0,1,1,14.49,8.1,1,0.9999999782419491,1
47,H,marie,1287073,CDD,88,2661558,39,15.45,conso,0,0,0,8.14,2.07,0,0.009132509730934234,0
64,H,celibataire,842405,Informel,113,233863,58,17.61,immobilier,0,0,0,29.71,0.28,0,0.006211308663743414,0
56,H,divorce,818748,Informel,184,1255773,60,9.86,auto,0,1,0,71.85,1.53,1,0.953698080857241,1
21,H,divorce,200918,CDD,16,4547508,58,4.46,conso,0,1,1,15.79,22.63,1,1.0,1
50,H,marie,535618,Informel,209,2702851,23,14.48,scolaire,0,0,0,64.31,5.05,1,0.9997829140284936,1
30,H,divorce,1349555,CDD,239,1789520,12,8.71,conso,1,0,0,36.3,1.33,0,0.07946056781888748,0
37,H,divorce,852793,Independant,86,3005531,68,5.86,auto,1,0,1,65.22,3.52,1,0.9999998346827101,1
24,F,divorce,91957,Independant,199,1641763,47,10.25,conso,0,1,0,70.57,17.85,1,0.99999999999997,1
32,H,divorce,1051120,Independant,10,3688987,16,16.89,scolaire,0,0,0,79.84,3.51,1,0.9993070480240273,1
40,F,marie,97829,CDI,221,250660,14,5.57,conso,0,1,1,10.11,2.56,1,0.9993425010455866,1
31,H,divorce,1396557,Independant,164,4151786,40,15.73,scolaire,1,0,1,64.72,2.97,1,0.9999994858692326,1
40,H,divorce,226104,Informel,24,4158596,70,9.27,conso,0,0,0,10.23,18.39,1,0.9999999999615168,1
36,H,divorce,1228346,CDI,64,2134451,10,5.05,scolaire,0,0,0,28.61,1.74,0,0.042566546983162416,0
46,H,celibataire,110215,CDI,56,3850336,31,15.73,scolaire,0,0,0,53.47,34.93,1,1.0,1
37,F,marie,810002,CDI,238,4160445,56,17.54,scolaire,1,0,0,38.55,5.14,1,0.9936238335555848,1
46,F,celibataire,1431967,Independant,206,574966,43,7.37,immobilier,1,2,0,47.39,0.4,0,0.04780003486147965,0
41,F,celibataire,1091806,CDI,206,1615955,8,7.55,scolaire,0,0,0,77.46,1.48,1,0.9392180784059239,1
35,H,marie,733980,Independant,89,735712,64,8.86,auto,0,0,1,66.4,1.0,1,0.999991921014547,1
27,H,celibataire,778408,Independant,238,3860186,18,15.21,scolaire,1,1,0,32.28,4.96,1,0.9833167198617953,1
58,H,celibataire,854474,CDI,22,4908123,40,3.16,immobilier,3,0,0,50.0,5.74,1,0.998716863008776,1
25,F,celibataire,1101740,CDI,180,1399614,8,6.36,immobilier,0,1,0,8.64,1.27,0,0.0019115447953148331,0
43,H,marie,286604,Informel,50,2633583,58,13.59,auto,2,0,0,38.97,9.19,1,0.9999957361739767,1
46,F,divorce,671002,CDI,47,1439483,60,9.08,scolaire,0,0,0,50.63,2.15,1,0.6832209749601562,1
27,F,marie,377463,Independant,23,4314746,50,7.95,immobilier,1,0,0,58.6,11.43,1,0.9999999903767051,1
34,H,marie,723346,Informel,224,4252202,71,16.08,immobilier,0,0,0,72.61,5.88,1,0.9999875997330094,1
19,H,marie,358169,Informel,218,3505079,49,16.76,conso,1,0,0,26.23,9.79,1,0.9999948979695475,1
23,F,celibataire,89780,Independant,219,2049964,67,17.22,conso,1,0,0,72.66,22.83,1,1.0,1
22,F,divorce,889138,CDI,237,2481176,30,7.09,auto,0,0,0,54.61,2.79,1,0.9392737846315258,1
45,F,marie,778276,CDI,204,4627066,57,16.69,conso,0,0,0,10.82,5.95,1,0.9376486486339067,1
58,H,marie,155503,CDD,83,1468114,55,14.05,scolaire,0,0,0,33.52,9.44,1,0.9999933143740706,1
22,H,divorce,241928,CDI,19,3570254,6,5.31,conso,0,2,0,40.74,14.76,1,0.9999999997596494,1
35,H,divorce,1137755,CDD,180,1640306,44,12.15,immobilier,0,0,0,31.44,1.44,0,0.06841695896107738,0
43,H,divorce,773983,Informel,162,2465732,57,3.4,auto,1,0,0,13.7,3.19,1,0.12685866141449254,0
37,H,celibataire,752947,Informel,224,2393599,45,13.63,conso,1,0,0,46.37,3.18,1,0.9280121584248512,1
58,H,divorce,759093,Informel,29,1612057,65,14.0,auto,1,0,0,14.88,2.12,0,0.02507468969975664,0
44,F,celibataire,861570,CDD,61,2276086,25,14.84,scolaire,0,0,0,73.63,2.64,1,0.9909274609251757,1
29,F,marie,561522,Independant,85,1532712,7,5.59,scolaire,1,0,0,69.89,2.73,1,0.9905283129975639,1
24,F,celibataire,1251652,Independant,35,1220327,14,12.42,conso,1,0,0,40.64,0.97,0,0.04933559876696911,0
20,H,divorce,215047,Informel,234,550499,44,5.68,conso,1,0,0,10.08,2.56,0,0.058409070165625875,0
27,F,celibataire,1383053,CDD,5,3732702,35,17.2,conso,0,0,0,46.42,2.7,0,0.7503636402953057,1
51,H,divorce,417282,CDD,76,2715044,59,13.13,immobilier,0,0,0,49.42,6.51,1,0.9998589168163198,1
42,H,celibataire,780823,Informel,7,4123588,63,4.43,scolaire,0,1,0,71.63,5.28,1,0.9999080297732117,1
52,F,marie,253226,CDI,169,1881273,49,5.81,immobilier,0,0,0,10.06,7.43,1,0.9931747404617832,1
33,H,celibataire,1335324,Informel,130,2043873,48,12.95,conso,0,0,0,56.91,1.53,1,0.6258311050864142,1
19,F,marie,591559,CDD,217,1625355,15,10.15,scolaire,0,0,0,47.21,2.75,0,0.9040148206718955,1
41,F,divorce,196905,CDI,138,923174,53,14.04,immobilier,2,0,0,18.11,4.69,1,0.8188363295556735,1
27,H,marie,1157406,Independant,102,4021932,22,7.21,immobilier,0,0,0,14.13,3.47,1,0.2046545604001007,0
55,F,divorce,372753,CDI,44,2224248,10,12.87,auto,0,0,0,57.05,5.97,1,0.9997813326729915,1
39,F,divorce,621689,Independant,70,1105587,69,5.65,immobilier,1,1,0,30.49,1.78,0,0.10154831102481432,0
43,F,marie,500945,CDD,91,2627988,71,11.16,conso,1,0,0,80.0,5.25,1,0.9999760023519875,1
60,F,marie,969912,Informel,163,2060598,9,17.37,conso,0,0,0,72.05,2.12,1,0.9753796753407736,1
56,H,celibataire,1246854,Informel,62,3617577,33,12.42,immobilier,0,0,0,47.43,2.9,0,0.813879010864817,1
44,F,celibataire,780527,Informel,202,1758798,43,3.75,auto,0,0,0,53.13,2.25,1,0.7806144540481591,1
46,F,marie,305253,Informel,201,1923126,71,17.83,auto,0,0,0,16.92,6.3,1,0.9894483761647226,1
64,F,marie,269243,Informel,20,305178,65,5.35,auto,1,0,0,72.05,1.13,1,0.8978920354343861,1
55,H,marie,561312,CDD,229,900281,52,13.77,immobilier,0,0,0,39.42,1.6,0,0.3182592507902773,1
37,F,marie,217719,CDD,163,2323527,30,10.99,immobilier,1,0,0,44.1,10.67,1,0.9999998038428478,1
44,H,divorce,1396735,Informel,165,4259400,71,7.42,auto,0,0,0,70.48,3.05,1,0.9932794820500416,1
58,F,marie,363650,CDI,232,2882154,45,5.66,immobilier,1,1,0,5.47,7.93,1,0.9954402347234715,1
37,F,marie,325221,Informel,72,4572339,55,5.67,scolaire,0,0,0,42.08,14.06,1,0.9999999989924162,1
61,F,marie,1152643,Independant,238,2679872,45,15.88,conso,1,0,1,52.01,2.32,1,0.999989546331937,1
36,H,marie,1126371,Independant,120,1507492,42,16.09,immobilier,0,0,0,16.95,1.34,0,0.009801702171741335,0
37,H,divorce,472963,Independant,182,4341490,22,9.98,scolaire,0,0,0,10.12,9.18,1,0.9997312983792284,1
52,H,celibataire,334770,Independant,95,358762,67,4.55,immobilier,0,0,0,45.12,1.07,0,0.1800282485443773,0
64,H,celibataire,633616,Informel,127,3813328,46,16.26,scolaire,2,0,0,46.06,6.02,1,0.9992333979253311,1
19,H,celibataire,944144,Independant,113,3578923,47,10.31,auto,0,0,0,29.77,3.79,1,0.7968780089989249,1
47,H,celibataire,132832,CDI,107,4372385,36,9.58,conso,2,0,1,71.17,32.92,1,1.0,1
51,F,celibataire,1171347,Informel,80,1970552,38,9.11,immobilier,0,1,0,27.58,1.68,0,0.035925320369598474,0
39,H,divorce,177421,Independant,28,196451,48,8.48,scolaire,1,0,0,43.74,1.11,0,0.2198564145390782,0
20,F,celibataire,1306163,Informel,198,628886,43,10.89,scolaire,0,0,0,19.0,0.48,0,0.00162396991434245,0
23,H,divorce,668826,Informel,160,2451316,46,12.07,auto,1,0,0,5.84,3.67,1,0.17216144519201726,0
32,H,divorce,1430871,Informel,220,3728589,68,10.0,conso,0,0,0,36.95,2.61,0,0.4868219274178011,1
44,H,celibataire,1474183,CDD,139,2562783,45,16.45,conso,0,0,0,44.52,1.74,0,0.3016637695194955,1
27,F,celibataire,370299,Independant,170,4201334,35,7.76,conso,0,0,0,62.35,11.35,1,0.999999991393376,1
26,H,celibataire,855817,CDD,151,3571710,52,11.67,scolaire,1,0,0,38.66,4.17,1,0.964396519425803,1
50,H,marie,229360,CDI,30,4746854,27,7.5,immobilier,0,1,0,25.9,20.7,1,0.9999999999999163,1
49,F,divorce,1441308,CDI,9,1361664,60,14.3,immobilier,1,0,0,50.32,0.94,1,0.1233903448708426,0
23,F,celibataire,298023,CDD,220,3594784,48,4.53,auto,2,0,0,33.59,12.06,1,0.999999911771666,1
58,F,marie,771445,Independant,216,3642058,66,5.83,conso,0,0,0,22.51,4.72,1,0.8380152105032065,1
53,F,divorce,1123904,Informel,59,1400162,37,15.02,immobilier,1,1,0,73.28,1.25,1,0.9007124511342803,1
19,H,marie,615539,CDI,156,308153,9,5.75,scolaire,0,0,0,45.25,0.5,0,0.11151317180716944,0
46,F,marie,1230996,CDI,216,1273137,50,12.39,scolaire,1,0,0,20.04,1.03,0,0.004957251006905874,0
21,H,celibataire,351767,CDI,79,1799197,25,17.55,conso,0,1,0,55.32,5.11,1,0.9995017688491933,1
18,H,divorce,297544,Independant,103,2967186,70,10.84,auto,1,0,0,65.23,9.97,1,0.9999999658406938,1
36,F,marie,1445435,CDD,114,2429430,65,5.81,auto,0,1,0,61.89,1.68,1,0.8264907119966189,1
43,H,divorce,348267,CDD,161,2109579,31,7.81,conso,0,0,1,49.97,6.06,1,0.9999999895480326,1
42,F,celibataire,1393781,Independant,47,4708224,28,15.35,scolaire,0,0,0,43.97,3.38,1,0.8360915618144429,1
27,H,divorce,1234969,CDI,98,4932318,45,8.27,auto,1,0,0,63.3,3.99,1,0.997214255430958,1
32,F,marie,858504,Independant,150,4445903,7,13.85,scolaire,0,1,0,58.11,5.18,1,0.9995514687478401,1
39,F,marie,968467,Independant,157,1368866,31,14.66,scolaire,1,1,1,47.86,1.41,1,0.999945116756839,1
38,F,divorce,1429815,CDD,162,1562618,67,10.52,immobilier,1,0,0,54.33,1.09,1,0.3101787642935435,1
39,F,marie,270690,Independant,42,2892597,49,14.75,auto,1,0,0,17.65,10.69,1,0.9999930254578301,1
53,F,marie,1025955,Independant,180,4100382,36,7.75,scolaire,1,1,0,6.5,4.0,1,0.16157361602702314,0
51,F,marie,948329,CDI,47,1572172,31,10.74,immobilier,2,1,0,74.84,1.66,1,0.962531560627955,1
47,H,celibataire,460149,Informel,74,4612903,10,13.3,scolaire,1,1,0,75.15,10.02,1,0.9999999882737657,1
42,H,celibataire,165141,CDI,51,2868076,40,5.52,conso,0,1,0,64.1,17.37,1,0.9999999999997746,1
62,H,marie,571008,CDD,173,1091597,21,7.1,auto,0,0,0,32.92,1.91,0,0.19288588072048468,0
45,F,divorce,812228,Informel,94,3803796,36,12.78,scolaire,0,0,0,16.31,4.68,1,0.6990938578225503,1
18,H,celibataire,1092516,CDI,120,3334734,19,12.83,auto,0,0,0,31.8,3.05,1,0.5639779800196819,1
62,F,divorce,1293138,Independant,75,1456101,30,10.4,immobilier,1,0,1,59.47,1.13,1,0.9999394373482895,1
21,H,marie,1174633,Independant,162,281948,23,14.93,auto,0,1,0,30.14,0.24,0,0.011205939478917147,0
24,H,marie,291818,Informel,149,418499,55,10.23,scolaire,0,0,0,64.69,1.43,1,0.9316402026681374,1
26,F,divorce,1349343,Informel,123,3642348,25,16.22,auto,0,1,0,55.48,2.7,1,0.9412671026373517,1
53,H,celibataire,1070604,Independant,141,3197855,61,14.04,conso,0,2,0,52.25,2.99,1,0.9467034592149731,1
36,H,divorce,776403,CDD,182,256691,7,7.72,conso,2,0,0,74.77,0.33,1,0.7608234184529317,1
18,H,divorce,1477475,CDI,153,724451,31,8.93,immobilier,0,1,0,72.01,0.49,1,0.6995957471085775,1
27,F,marie,247659,Independant,122,2946103,28,13.02,scolaire,1,0,0,58.37,11.9,1,0.9999999960539849,1
53,H,celibataire,1394084,CDI,21,2613720,37,16.42,auto,0,1,0,19.94,1.87,0,0.020681949392525375,0
26,F,divorce,593993,CDI,1,582639,18,5.68,immobilier,0,0,0,75.42,0.98,1,0.8973334811040976,1
62,H,celibataire,1067358,CDI,186,3581095,18,10.72,immobilier,0,0,0,22.03,3.36,1,0.2584055790499269,0
